R_Name,hierarchy
SA-STIA 1433-2017 Rule18(8)(4),18.8.4.0.8.4
SA-STIA 1433-2017 Rule18(8)(3)(h),18.8.3.8.18.8.3.8
SA-STIA 1433-2017 Rule18(8)(3)(g),18.8.3.7.18.8.3.7
SA-STIA 1433-2017 Rule18(8)(3)(f),18.8.3.6.18.8.3.6
SA-STIA 1433-2017 Rule18(8)(3)(e),18.8.3.5.18.8.3.5
SA-STIA 1433-2017 Rule18(8)(3)(d),18.8.3.4.18.8.3.4
SA-STIA 1433-2017 Rule18(8)(3)(c),18.8.3.3.18.8.3.3
SA-STIA 1433-2017 Rule18(8)(3)(b),18.8.3.2.18.8.3.2
SA-STIA 1433-2017 Rule18(8)(3)(a),18.8.3.1.18.8.3.1
SA-STIA 1433-2017 Rule18(8)(2)(d),18.8.2.4.18.8.2.4
SA-STIA 1433-2017 Rule18(8)(2)(c),18.8.2.3.18.8.2.3
SA-STIA 1433-2017 Rule18(8)(2)(b),18.8.2.2.18.8.2.2
SA-STIA 1433-2017 Rule18(8)(2)(a),18.8.2.1.18.8.2.1
SA-STIA 1433-2017 Rule18(8)(1),18.8.1.0.8.1
SA-STIA 1433-2017 Rule18(7)(2),18.7.2.0.7.2
SA-STIA 1433-2017 Rule18(7)(1),1.0.7.1.18.7
SA-STIA 1433-2017 Rule18(6)(3)(d),18.6.3.4.18.6.3.4
SA-STIA 1433-2017 Rule18(6)(3)(c),18.6.3.3.18.6.3.3
SA-STIA 1433-2017 Rule18(6)(3)(b),18.6.3.2.18.6.3.2
SA-STIA 1433-2017 Rule18(6)(3)(a),18.6.3.1.18.6.3.1
SA-STIA 1433-2017 Rule18(6)(2),18.6.2.0.6.2
SA-STIA 1433-2017 Rule18(6)(1),18.6.1.0.6.1
SA-STIA 1433-2017 Rule18(5)(3),18.5.3.0.5.3
SA-STIA 1433-2017 Rule18(5)(2),18.5.2.0.5.2
SA-STIA 1433-2017 Rule18(5)(1)(i),18.5.1.9.18.5.1.9
SA-STIA 1433-2017 Rule18(5)(1)(h),18.5.1.8.18.5.1.8
SA-STIA 1433-2017 Rule18(5)(1)(g),18.5.1.7.18.5.1.7
SA-STIA 1433-2017 Rule18(5)(1)(f),18.5.1.6.18.5.1.6
SA-STIA 1433-2017 Rule18(5)(1)(e),18.5.1.5.18.5.1.5
SA-STIA 1433-2017 Rule18(5)(1)(d),18.5.1.4.18.5.1.4
SA-STIA 1433-2017 Rule18(5)(1)(c),18.5.1.3.18.5.1.3
SA-STIA 1433-2017 Rule18(5)(1)(b),18.5.1.2.18.5.1.2
SA-STIA 1433-2017 Rule18(5)(1)(a),18.5.1.1.18.5.1.1
SA-STIA 1433-2017 Rule18(4)(2)(d),18.4.2.4.18.4.2.4
SA-STIA 1433-2017 Rule18(4)(2)(c),18.4.2.3.18.4.2.3
SA-STIA 1433-2017 Rule18(4)(2)(b),18.4.2.2.18.4.2.2
SA-STIA 1433-2017 Rule18(4)(2)(a),18.4.2.1.18.4.2.1
SA-STIA 1433-2017 Rule18(4)(1),18.4.1.0.4.1
SA-STIA 1433-2017 Rule18(3)(1)(j),18.3.1.10.18.3.1.10
SA-STIA 1433-2017 Rule18(3)(1)(i)(iv),NULL
SA-STIA 1433-2017 Rule11(2)(2),11.2.2.0.2.2
SA-STIA 1433-2017 Rule18(3)(1)(i)(iii),NULL
SA-STIA 1433-2017 Rule18(3)(1)(i)(ii),18.3.1.9.34.18.3.1.9.34
SA-STIA 1433-2017 Rule18(3)(1)(i)(i),18.3.1.9.9.18.3.1.9.9
SA-STIA 1433-2017 Rule18(3)(1)(h),18.3.1.8.18.3.1.8
SA-STIA 1433-2017 Rule18(3)(1)(g),18.3.1.7.18.3.1.7
SA-STIA 1433-2017 Rule18(3)(1)(f),18.3.1.6.18.3.1.6
SA-STIA 1433-2017 Rule18(3)(1)(e)(ii),18.3.1.5.34.18.3.1.5.34
SA-STIA 1433-2017 Rule18(3)(1)(e)(i),18.3.1.5.9.18.3.1.5.9
SA-STIA 1433-2017 Rule18(3)(1)(d),18.3.1.4.18.3.1.4
SA-STIA 1433-2017 Rule18(3)(1)(c),18.3.1.3.18.3.1.3
SA-STIA 1433-2017 Rule18(3)(1)(b),18.3.1.2.18.3.1.2
SA-STIA 1433-2017 Rule18(3)(1)(a),18.3.1.1.18.3.1.1
SA-STIA 1433-2017 Rule18(2)(2),18.2.2.0.2.2
SA-STIA 1433-2017 Rule18(2)(1)(e),18.2.1.5.18.2.1.5
SA-STIA 1433-2017 Rule18(2)(1)(d),18.2.1.4.18.2.1.4
SA-STIA 1433-2017 Rule18(2)(1)(c),18.2.1.3.18.2.1.3
SA-STIA 1433-2017 Rule18(2)(1)(b),18.2.1.2.18.2.1.2
SA-STIA 1433-2017 Rule18(2)(1)(a),18.2.1.1.18.2.1.1
SA-STIA 1433-2017 Rule18(1),18.1.18.0.18.1.18.1.18.1.18.1.18.1.18.1.18.1
SA-STIA 1433-2017 Rule17(12)(1),17.12.1.0.12.1
SA-STIA 1433-2017 Rule17(11)(1)(c),17.11.1.3.17.11.1.3
SA-STIA 1433-2017 Rule17(11)(1)(b),17.11.1.2.17.11.1.2
SA-STIA 1433-2017 Rule17(11)(1)(a),17.11.1.1.17.11.1.1
SA-STIA 1433-2017 Rule17(10)(1)(d),17.10.1.4.17.10.1.4
SA-STIA 1433-2017 Rule17(10)(1)(c),17.10.1.3.17.10.1.3
SA-STIA 1433-2017 Rule17(10)(1)(b),17.10.1.2.17.10.1.2
SA-STIA 1433-2017 Rule17(10)(1)(a),17.10.1.1.17.10.1.1
SA-STIA 1433-2017 Rule17(9),17.9.17.0
SA-STIA 1433-2017 Rule17(8)(9)(b),17.8.9.2.17.8.9.2
SA-STIA 1433-2017 Rule17(8)(9)(a),17.8.9.1.17.8.9.1
SA-STIA 1433-2017 Rule17(8)(8),17.8.8.0.8.8
SA-STIA 1433-2017 Rule17(8)(7),17.8.7.0.8.7
SA-STIA 1433-2017 Rule17(8)(6)(c),17.8.6.3.17.8.6.3
SA-STIA 1433-2017 Rule17(8)(6)(b),17.8.6.2.17.8.6.2
SA-STIA 1433-2017 Rule17(8)(6)(a),17.8.6.1.17.8.6.1
SA-STIA 1433-2017 Rule17(8)(5),17.8.5.0.8.5
SA-STIA 1433-2017 Rule17(8)(4)©,NULL
SA-STIA 1433-2017 Rule17(8)(4)(b),17.8.4.2.17.8.4.2
SA-STIA 1433-2017 Rule17(8)(4)(a),17.8.4.1.17.8.4.1
SA-STIA 1433-2017 Rule17(8)(3)(f),17.8.3.6.17.8.3.6
SA-STIA 1433-2017 Rule17(8)(3)(e),17.8.3.5.17.8.3.5
SA-STIA 1433-2017 Rule17(8)(3)(d),17.8.3.4.17.8.3.4
SA-STIA 1433-2017 Rule17(8)(3)(c),17.8.3.3.17.8.3.3
SA-STIA 1433-2017 Rule17(8)(3)(b),17.8.3.2.17.8.3.2
SA-STIA 1433-2017 Rule17(8)(3)(a),17.8.3.1.17.8.3.1
SA-STIA 1433-2017 Rule17(8)(2),17.8.2.0.8.2
SA-STIA 1433-2017 Rule17(8)(1),17.8.1.0.8.1
SA-STIA 1433-2017 Rule17(7)(5),17.7.5.0.7.5
SA-STIA 1433-2017 Rule17(7)(4),17.7.4.0.7.4
SA-STIA 1433-2017 Rule17(7)(3)(f),17.7.3.6.17.7.3.6
SA-STIA 1433-2017 Rule17(7)(3)(e),17.7.3.5.17.7.3.5
SA-STIA 1433-2017 Rule17(7)(3)(d),17.7.3.4.17.7.3.4
SA-STIA 1433-2017 Rule17(7)(3)(c),17.7.3.3.17.7.3.3
SA-STIA 1433-2017 Rule17(7)(3)(b),17.7.3.2.17.7.3.2
SA-STIA 1433-2017 Rule17(7)(3)(a),17.7.3.1.17.7.3.1
SA-STIA 1433-2017 Rule17(7)(2)(c),17.7.2.3.17.7.2.3
SA-STIA 1433-2017 Rule17(7)(2)(b),17.7.2.2.17.7.2.2
SA-STIA 1433-2017 Rule17(7)(2)(a),17.7.2.1.17.7.2.1
SA-STIA 1433-2017 Rule17(7)(1),17.7.1.0.7.1
SA-STIA 1433-2017 Rule17(6)(10),17.6.10.0.6.10
SA-STIA 1433-2017 Rule17(6)(9),17.6.9.0.6.9
SA-STIA 1433-2017 Rule17(6)(8)(b),17.6.8.2.17.6.8.2
SA-STIA 1433-2017 Rule17(6)(8)(a),17.6.8.1.17.6.8.1
SA-STIA 1433-2017 Rule17(6)(7),17.6.7.0.6.7
SA-STIA 1433-2017 Rule17(6)(6)(c),17.6.6.3.17.6.6.3
SA-STIA 1433-2017 Rule17(6)(6)(b),17.6.6.2.17.6.6.2
SA-STIA 1433-2017 Rule17(6)(6)(a),17.6.6.1.17.6.6.1
SA-STIA 1433-2017 Rule17(6)(5),17.6.5.0.6.5
SA-STIA 1433-2017 Rule17(6)(4),17.6.4.0.6.4
SA-STIA 1433-2017 Rule17(6)(3)(f),17.6.3.6.17.6.3.6
SA-STIA 1433-2017 Rule17(6)(3)(e),17.6.3.5.17.6.3.5
SA-STIA 1433-2017 Rule17(6)(3)(d),17.6.3.4.17.6.3.4
SA-STIA 1433-2017 Rule17(6)(3)(c),17.6.3.3.17.6.3.3
SA-STIA 1433-2017 Rule17(6)(3)(b),17.6.3.2.17.6.3.2
SA-STIA 1433-2017 Rule17(6)(3)(a),17.6.3.1.17.6.3.1
SA-STIA 1433-2017 Rule17(6)(2),17.6.2.0.6.2
SA-STIA 1433-2017 Rule17(6)(1),17.6.1.0.6.1
SA-STIA 1433-2017 Rule17(5)(4),17.5.4.0.5.4
SA-STIA 1433-2017 Rule17(5)(3)(d),17.5.3.4.17.5.3.4
SA-STIA 1433-2017 Rule17(5)(3)(c),17.5.3.3.17.5.3.3
SA-STIA 1433-2017 Rule17(5)(3)(b),17.5.3.2.17.5.3.2
SA-STIA 1433-2017 Rule17(5)(3)(a),17.5.3.1.17.5.3.1
SA-STIA 1433-2017 Rule17(5)(2),17.5.2.0.5.2
SA-STIA 1433-2017 Rule17(5)(1),17.5.1.0.5.1
SA-STIA 1433-2017 Rule17(4)(4),17.4.4.0.4.4
SA-STIA 1433-2017 Rule17(4)(3),17.4.3.0.4.3
SA-STIA 1433-2017 Rule17(4)(2)(d),17.4.2.4.17.4.2.4
SA-STIA 1433-2017 Rule17(4)(2)(c),17.4.2.3.17.4.2.3
SA-STIA 1433-2017 Rule17(4)(2)(b),17.4.2.2.17.4.2.2
SA-STIA 1433-2017 Rule17(4)(2)(a),17.4.2.1.17.4.2.1
SA-STIA 1433-2017 Rule17(4)(1),17.4.1.0.4.1
SA-STIA 1433-2017 Rule17(3)(1)(i),17.3.1.9.17.3.1.9
SA-STIA 1433-2017 Rule17(3)(1)(h),17.3.1.8.17.3.1.8
SA-STIA 1433-2017 Rule17(3)(1)(g),17.3.1.7.17.3.1.7
SA-STIA 1433-2017 Rule17(3)(1)(f)(ii),17.3.1.6.34.17.3.1.6.34
SA-STIA 1433-2017 Rule17(3)(1)(f)(i),17.3.1.6.9.17.3.1.6.9
SA-STIA 1433-2017 Rule17(3)(1)(e),17.3.1.5.17.3.1.5
SA-STIA 1433-2017 Rule17(3)(1)(d),17.3.1.4.17.3.1.4
SA-STIA 1433-2017 Rule17(3)(1)(c),17.3.1.3.17.3.1.3
SA-STIA 1433-2017 Rule17(3)(1)(b)(ii),17.3.1.2.34.17.3.1.2.34
SA-STIA 1433-2017 Rule17(3)(1)(b)(i),17.3.1.2.9.17.3.1.2.9
SA-STIA 1433-2017 Rule17(3)(1)(a),17.3.1.1.17.3.1.1
SA-STIA 1433-2017 Rule17(2)(2),17.2.2.0.2.2
SA-STIA 1433-2017 Rule17(2)(1)(e),17.2.1.5.17.2.1.5
SA-STIA 1433-2017 Rule17(2)(1)(d),17.2.1.4.17.2.1.4
SA-STIA 1433-2017 Rule17(2)(1)(c),17.2.1.3.17.2.1.3
SA-STIA 1433-2017 Rule17(2)(1)(b),2.17.2.1.2.17.2.1
SA-STIA 1433-2017 Rule17(2)(1)(a),17.2.1.1.17.2.1.1
SA-STIA 1433-2017 Rule17(1)(1),17.1.1.0.1.1
SA-STIA 1433-2017 Rule16(4)(c),16.4.3.0.4.3
SA-STIA 1433-2017 Rule16(4)(b),16.4.2.0.4.2
SA-STIA 1433-2017 Rule16(4)(a),16.4.1.0.4.1
SA-STIA 1433-2017 Rule16(3)(c),16.3.3.0.3.3
SA-STIA 1433-2017 Rule16(3)(b),16.3.2.0.3.2
SA-STIA 1433-2017 Rule16(3)(a),16.3.1.0.3.1
SA-STIA 1433-2017 Rule16(2),16.2.16.0
SA-STIA 1433-2017 Rule16(1),16.1.16.0
SA-STIA 1433-2017 Rule15(1),15.1.15.0
SA-STIA 1433-2017 Rule14(2),14.2.14.0
SA-STIA 1433-2017 Rule14(1)(b),14.1.2.0.1.2
SA-STIA 1433-2017 Rule14(1)(a),14.1.1.0.1.1
SA-STIA 1433-2017 Rule13(8),13.8.13.0
SA-STIA 1433-2017 Rule13(7),13.7.13.0
SA-STIA 1433-2017 Rule13(6),13.6.13.0
SA-STIA 1433-2017 Rule13(5),13.5.13.0
SA-STIA 1433-2017 Rule13(4),13.4.13.0
SA-STIA 1433-2017 Rule13(3)(g),13.3.7.0.3.7
SA-STIA 1433-2017 Rule13(3)(f),13.3.6.0.3.6
SA-STIA 1433-2017 Rule13(3)(e),13.3.5.0.3.5
SA-STIA 1433-2017 Rule13(3)(d),13.3.4.0.3.4
SA-STIA 1433-2017 Rule13(3)(c),13.3.3.0.3.3
SA-STIA 1433-2017 Rule13(3)(b),13.3.2.0.3.2
SA-STIA 1433-2017 Rule13(3)(a),13.3.1.0.3.1
SA-STIA 1433-2017 Rule13(2),13.2.13.0
SA-STIA 1433-2017 Rule13(1),13.1.13.0
SA-STIA 1433-2017 Rule12(4)(1)(c),12.4.1.3.12.4.1.3
SA-STIA 1433-2017 Rule12(4)(1)(b),12.4.1.2.12.4.1.2
SA-STIA 1433-2017 Rule12(4)(1)(a),12.4.1.1.12.4.1.1
SA-STIA 1433-2017 Rule12(3)(3),12.3.3.0.3.3
SA-STIA 1433-2017 Rule12(3)(2),12.3.2.0.3.2
SA-STIA 1433-2017 Rule12(3)(1),12.3.1.0.3.1
SA-STIA 1433-2017 Rule12(2)(4)(b),12.2.4.2.12.2.4.2
SA-STIA 1433-2017 Rule12(2)(4)(a),12.2.4.1.12.2.4.1
SA-STIA 1433-2017 Rule12(2)(3),12.2.3.0.2.3
SA-STIA 1433-2017 Rule12(2)(2),12.2.2.0.2.2
SA-STIA 1433-2017 Rule12(2)(1)(b),12.2.1.2.12.2.1.2
SA-STIA 1433-2017 Rule12(2)(1)(a),12.2.1.1.12.2.1.1
SA-STIA 1433-2017 Rule12(1),12.1.12.0.12.1
SA-STIA 1433-2017 Rule11(6)(8)(c),11.6.8.3.11.6.8.3
SA-STIA 1433-2017 Rule11(6)(8)(b),11.6.8.2.11.6.8.2
SA-STIA 1433-2017 Rule11(6)(8)(a),11.6.8.1.11.6.8.1
SA-STIA 1433-2017 Rule11(6)(7),11.6.7.0.6.7
SA-STIA 1433-2017 Rule11(6)(6),11.6.6.0.6.6
SA-STIA 1433-2017 Rule11(6)(5)(f),11.6.5.6.11.6.5.6
SA-STIA 1433-2017 Rule11(6)(5)(e),11.6.5.5.11.6.5.5
SA-STIA 1433-2017 Rule11(6)(5)(d),11.6.5.4.11.6.5.4
SA-STIA 1433-2017 Rule11(6)(5)(c),11.6.5.3.11.6.5.3
SA-STIA 1433-2017 Rule11(6)(5)(b),11.6.5.2.11.6.5.2
SA-STIA 1433-2017 Rule11(6)(5)(a),11.6.5.1.11.6.5.1
SA-STIA 1433-2017 Rule11(6)(4)(b),11.6.4.2.11.6.4.2
SA-STIA 1433-2017 Rule11(6)(4)(a),11.6.4.1.11.6.4.1
SA-STIA 1433-2017 Rule11(6)(3)(e),11.6.3.5.11.6.3.5
SA-STIA 1433-2017 Rule11(6)(3)(d),11.6.3.4.11.6.3.4
SA-STIA 1433-2017 Rule11(6)(3)(c),11.6.3.3.11.6.3.3
SA-STIA 1433-2017 Rule11(6)(3)(b),11.6.3.2.11.6.3.2
SA-STIA 1433-2017 Rule11(6)(3)(a),11.6.3.1.11.6.3.1
SA-STIA 1433-2017 Rule11(6)(2),11.6.2.0.6.2
SA-STIA 1433-2017 Rule11(6)(1),11.6.1.0.6.1
SA-STIA 1433-2017 Rule11(5)(5),11.5.5.0.5.5
SA-STIA 1433-2017 Rule11(5)(4),11.5.4.0.5.4
SA-STIA 1433-2017 Rule11(5)(3),11.5.3.0.5.3
SA-STIA 1433-2017 Rule11(5)(2),11.5.2.0.5.2
SA-STIA 1433-2017 Rule11(5)(1)(i),11.5.1.9.11.5.1.9
SA-STIA 1433-2017 Rule11(5)(1)(h),11.5.1.8.11.5.1.8
SA-STIA 1433-2017 Rule11(5)(1)(g),11.5.1.7.11.5.1.7
SA-STIA 1433-2017 Rule11(5)(1)(f),11.5.1.6.11.5.1.6
SA-STIA 1433-2017 Rule11(5)(1)(e),11.5.1.5.11.5.1.5
SA-STIA 1433-2017 Rule11(5)(1)(d),11.5.1.4.11.5.1.4
SA-STIA 1433-2017 Rule11(5)(1)(c)(iii),NULL
SA-STIA 1433-2017 Rule11(5)(1)(c)(ii),11.5.1.3.34.11.5.1.3.34
SA-STIA 1433-2017 Rule11(5)(1)(c)(i),11.5.1.3.9.11.5.1.3.9
SA-STIA 1433-2017 Rule11(5)(1)(b),11.5.1.2.11.5.1.2
SA-STIA 1433-2017 Rule11(5)(1)(a),11.5.1.1.11.5.1.1
SA-STIA 1433-2017 Rule11(4)(2)(m),11.4.2.13.11.4.2.13
SA-STIA 1433-2017 Rule11(4)(2)(l),11.4.2.12.11.4.2.12
SA-STIA 1433-2017 Rule11(4)(2)(k),11.4.2.11.11.4.2.11
SA-STIA 1433-2017 Rule11(4)(2)(j),11.4.2.10.11.4.2.10
SA-STIA 1433-2017 Rule11(4)(2)(i),11.4.2.9.11.4.2.9
SA-STIA 1433-2017 Rule11(4)(2)(h),11.4.2.8.11.4.2.8
SA-STIA 1433-2017 Rule11(4)(2)(g),11.4.2.7.11.4.2.7
SA-STIA 1433-2017 Rule11(4)(2)(f),11.4.2.6.11.4.2.6
SA-STIA 1433-2017 Rule11(4)(2)(e)(vi),NULL
SA-STIA 1433-2017 Rule11(4)(2)(e)(v),11.4.2.5.22.11.4.2.5.22
SA-STIA 1433-2017 Rule11(4)(2)(e)(iv),NULL
SA-STIA 1433-2017 Rule11(4)(2)(e)(iii),NULL
SA-STIA 1433-2017 Rule11(4)(2)(e)(ii),11.4.2.5.34.11.4.2.5.34
SA-STIA 1433-2017 Rule11(4)(2)(e)(i),11.4.2.5.9.11.4.2.5.9
SA-STIA 1433-2017 Rule11(4)(2)(d)(iii),NULL
SA-STIA 1433-2017 Rule11(4)(2)(d)(ii),11.4.2.4.34.11.4.2.4.34
SA-STIA 1433-2017 Rule11(4)(2)(d)(i),11.4.2.4.9.11.4.2.4.9
SA-STIA 1433-2017 Rule11(4)(2)(c),11.4.2.3.11.4.2.3
SA-STIA 1433-2017 Rule11(4)(2)(b),11.4.2.2.11.4.2.2
SA-STIA 1433-2017 Rule11(4)(2)(a),11.4.2.1.11.4.2.1
SA-STIA 1433-2017 Rule11(4)(1)(b),11.4.1.2.11.4.1.2
SA-STIA 1433-2017 Rule11(4)(1)(a),11.4.1.1.11.4.1.1
SA-STIA 1433-2017 Rule11(3)(11),11.3.11.0.3.11
SA-STIA 1433-2017 Rule11(3)(10)(b),11.3.10.2.11.3.10.2
SA-STIA 1433-2017 Rule11(3)(10)(a),11.3.10.1.11.3.10.1
SA-STIA 1433-2017 Rule11(3)(9)(b),11.3.9.2.11.3.9.2
SA-STIA 1433-2017 Rule11(3)(9)(a),11.3.9.1.11.3.9.1
SA-STIA 1433-2017 Rule11(3)(8),11.3.8.0.3.8
SA-STIA 1433-2017 Rule11(3)(7)(c),11.3.7.3.11.3.7.3
SA-STIA 1433-2017 Rule11(3)(7)(b),11.3.7.2.11.3.7.2
SA-STIA 1433-2017 Rule11(3)(7)(a),11.3.7.1.11.3.7.1
SA-STIA 1433-2017 Rule11(3)(6),11.3.6.0.3.6
SA-STIA 1433-2017 Rule11(3)(5),11.3.5.0.3.5
SA-STIA 1433-2017 Rule11(3)(4)(d),11.3.4.4.11.3.4.4
SA-STIA 1433-2017 Rule11(3)(4)(c),11.3.4.3.11.3.4.3
SA-STIA 1433-2017 Rule11(3)(4)(b),11.3.4.2.11.3.4.2
SA-STIA 1433-2017 Rule11(3)(4)(a),11.3.4.1.11.3.4.1
SA-STIA 1433-2017 Rule11(3)(3),11.3.3.0.3.3
SA-STIA 1433-2017 Rule11(3)(2),11.3.2.0.3.2
SA-STIA 1433-2017 Rule11(3)(1)(e),11.3.1.5.11.3.1.5
SA-STIA 1433-2017 Rule11(3)(1)(d),11.3.1.4.11.3.1.4
SA-STIA 1433-2017 Rule11(3)(1)(c),11.3.1.3.11.3.1.3
SA-STIA 1433-2017 Rule11(3)(1)(b),11.3.1.2.11.3.1.2
SA-STIA 1433-2017 Rule11(3)(1)(a),11.3.1.1.11.3.1.1
SA-STIA 1433-2017 Rule11(2)(3),11.2.3.0.2.3
SA-STIA 1433-2017 Rule11(2)(1),11.2.1.0.2.1
SA-STIA 1433-2017 Rule11(1),11.1.11.0.11.1
SA-STIA 1433-2017 Rule10(15)(4)(c),10.15.4.3.10.15.4.3
SA-STIA 1433-2017 Rule10(15)(4)(b),10.15.4.2.10.15.4.2
SA-STIA 1433-2017 Rule10(15)(4)(a),10.15.4.1.10.15.4.1
SA-STIA 1433-2017 Rule10(15)(3),10.15.3.0.15.3
SA-STIA 1433-2017 Rule10(15)(2)(e),10.15.2.5.10.15.2.5
SA-STIA 1433-2017 Rule10(15)(2)(d),10.15.2.4.10.15.2.4
SA-STIA 1433-2017 Rule10(15)(2)(c),10.15.2.3.10.15.2.3
SA-STIA 1433-2017 Rule10(15)(2)(b),10.15.2.2.10.15.2.2
SA-STIA 1433-2017 Rule10(15)(2)(a),10.15.2.1.10.15.2.1
SA-STIA 1433-2017 Rule10(15)(1)(h),10.15.1.8.10.15.1.8
SA-STIA 1433-2017 Rule10(15)(1)(g),10.15.1.7.10.15.1.7
SA-STIA 1433-2017 Rule10(15)(1)(f),10.15.1.6.10.15.1.6
SA-STIA 1433-2017 Rule10(15)(1)(e),10.15.1.5.10.15.1.5
SA-STIA 1433-2017 Rule10(15)(1)(d),10.15.1.4.10.15.1.4
SA-STIA 1433-2017 Rule10(15)(1)(c),10.15.1.3.10.15.1.3
SA-STIA 1433-2017 Rule10(15)(1)(b),10.15.1.2.10.15.1.2
SA-STIA 1433-2017 Rule10(15)(1)(a),10.15.1.1.10.15.1.1
SA-STIA 1433-2017 Rule10(14)(5),10.14.5.0.14.5
SA-STIA 1433-2017 Rule10(14)(4),10.14.4.0.14.4
SA-STIA 1433-2017 Rule10(14)(3),10.14.3.0.14.3
SA-STIA 1433-2017 Rule10(14)(2)(c),10.14.2.3.10.14.2.3
SA-STIA 1433-2017 Rule10(14)(2)(b)(ii),10.14.2.2.34.10.14.2.2.34
SA-STIA 1433-2017 Rule10(14)(2)(b)(i),10.14.2.2.9.10.14.2.2.9
SA-STIA 1433-2017 Rule10(14)(2)(a),10.14.2.1.10.14.2.1
SA-STIA 1433-2017 Rule10(14)(1)(b),10.14.1.2.10.14.1.2
SA-STIA 1433-2017 Rule10(14)(1)(a),10.14.1.1.10.14.1.1
SA-STIA 1433-2017 Rule10(13)(3),10.13.3.0.13.3
SA-STIA 1433-2017 Rule10(13)(2),10.13.2.0.13.2
SA-STIA 1433-2017 Rule10(13)(1)(c),10.13.1.3.10.13.1.3
SA-STIA 1433-2017 Rule10(13)(1)(b),10.13.1.2.10.13.1.2
SA-STIA 1433-2017 Rule10(13)(1)(a),10.13.1.1.10.13.1.1
SA-STIA 1433-2017 Rule10(12),10.12.10.0
SA-STIA 1433-2017 Rule10(11)(2),10.11.2.0.11.2
SA-STIA 1433-2017 Rule10(11)(1)(f),10.11.1.6.10.11.1.6
SA-STIA 1433-2017 Rule10(11)(1)(e),10.11.1.5.10.11.1.5
SA-STIA 1433-2017 Rule10(11)(1)(d),10.11.1.4.10.11.1.4
SA-STIA 1433-2017 Rule10(11)(1)(c),10.11.1.3.10.11.1.3
SA-STIA 1433-2017 Rule10(11)(1)(b),10.11.1.2.10.11.1.2
SA-STIA 1433-2017 Rule10(11)(1)(a),10.11.1.1.10.11.1.1
SA-STIA 1433-2017 Rule10(10)(2),10.10.2.0.10.2
SA-STIA 1433-2017 Rule10(10)(1),10.10.1.0.10.1
SA-STIA 1433-2017 Rule10(9),10.9.10.0
SA-STIA 1433-2017 Rule10(8)(2),10.8.2.0.8.2
SA-STIA 1433-2017 Rule10(8)(1),10.8.1.0.8.1
SA-STIA 1433-2017 Rule10(7)(3),10.7.3.0.7.3
SA-STIA 1433-2017 Rule10(7)(2),10.7.2.0.7.2
SA-STIA 1433-2017 Rule10(7)(1),10.7.1.0.7.1
SA-STIA 1433-2017 Rule10(6)(4),10.6.4.0.6.4
SA-STIA 1433-2017 Rule10(6)(3),10.6.3.0.6.3
SA-STIA 1433-2017 Rule10(6)(2),10.6.2.0.6.2
SA-STIA 1433-2017 Rule10(6)(1),10.6.1.0.6.1
SA-STIA 1433-2017 Rule10(5),10.5.10.0
SA-STIA 1433-2017 Rule10(4)(12),10.4.12.0.4.12
SA-STIA 1433-2017 Rule10(4)(11),10.4.11.0.4.11
SA-STIA 1433-2017 Rule10(4)(10),10.4.10.0.4.10
SA-STIA 1433-2017 Rule10(4)(9)(c),10.4.9.3.10.4.9.3
SA-STIA 1433-2017 Rule10(4)(9)(b),10.4.9.2.10.4.9.2
SA-STIA 1433-2017 Rule10(4)(9)(a),10.4.9.1.10.4.9.1
SA-STIA 1433-2017 Rule10(4)(8),10.4.8.0.4.8
SA-STIA 1433-2017 Rule10(4)(7),10.4.7.0.4.7
SA-STIA 1433-2017 Rule10(4)(6)(b),10.4.6.2.10.4.6.2
SA-STIA 1433-2017 Rule10(4)(6)(a),10.4.6.1.10.4.6.1
SA-STIA 1433-2017 Rule10(4)(5),10.4.5.0.4.5
SA-STIA 1433-2017 Rule10(4)(4),10.4.4.0.4.4
SA-STIA 1433-2017 Rule10(4)(3)(a),10.4.3.1.10.4.3.1.10.4.3.1
SA-STIA 1433-2017 Rule10(4)(2),10.4.2.0.4.2
SA-STIA 1433-2017 Rule10(4)(1)(c),10.4.1.3.10.4.1.3
SA-STIA 1433-2017 Rule10(4)(1)(b),10.4.1.2.10.4.1.2
SA-STIA 1433-2017 Rule10(4)(1)(a),10.4.1.1.10.4.1.1
SA-STIA 1433-2017 Rule10(3)(5)(c),10.3.5.3.10.3.5.3
SA-STIA 1433-2017 Rule10(3)(5)(b),10.3.5.2.10.3.5.2
SA-STIA 1433-2017 Rule10(3)(5)(a),10.3.5.1.10.3.5.1
SA-STIA 1433-2017 Rule10(3)(4)(b),10.3.4.2.10.3.4.2
SA-STIA 1433-2017 Rule10(3)(4)(a),10.3.4.1.10.3.4.1
SA-STIA 1433-2017 Rule10(3)(3),10.3.3.0.3.3
SA-STIA 1433-2017 Rule10(3)(2),10.3.2.0.3.2
SA-STIA 1433-2017 Rule10(3)(1),10.3.1.0.3.1
SA-STIA 1433-2017 Rule10(2)(3),10.2.3.0.2.3
SA-STIA 1433-2017 Rule10(2)(2),10.2.2.0.2.2
SA-STIA 1433-2017 Rule10(2)(1),10.2.1.0.2.1
SA-STIA 1433-2017 Rule10(1),10.1.10.0.10.1.10.1.10.1.10.1
SA-STIA 1433-2017 Rule9,9
SA-STIA 1433-2017 Rule8,8
SA-STIA 1433-2017 Rule7(2),7.2.7.0
